date,tests1,tests2,tests3,tests4,tests,pos1,pos2,pos3,pos4,daily.pos,cases,sym_pos1,sym_pos2,sym_pos3,sym_pos4,sym_cases,hosps1,hosps2,hosps3,hosps4,Hospitalizations,hosp_deaths1,hosp_deaths2,hosp_deaths3,hosp_deaths4,hosp_deaths,deaths1,deaths2,deaths3,deaths4,deaths,Tot_hosp
2021-02-26,32,172,32,7,243,32,87,29,6,154,92025,22,57,19,6,56167,0,2,1,5,8,0,0,1,3,912,0,0,2,6,1450,5087
2021-02-27,24,129,27,5,185,24,74,27,5,130,92155,16,56,20,2,56261,0,2,1,0,3,0,1,0,3,916,0,1,1,4,1456,5090
2021-02-28,11,107,15,0,133,11,22,14,0,47,92202,9,17,10,0,56297,0,3,3,0,6,0,0,1,0,917,0,0,1,0,1457,5096
2021-03-01,45,175,33,8,261,45,123,33,8,209,92411,27,81,18,7,56430,0,4,4,1,9,0,0,0,0,917,0,0,0,0,1457,5105
2021-03-02,42,160,40,8,250,42,103,40,7,192,92603,21,63,31,5,56550,1,2,1,2,6,0,0,0,1,918,0,0,0,2,1459,5111
2021-03-03,35,124,19,5,183,35,93,19,5,152,92755,25,51,13,4,56643,1,5,1,1,8,0,0,1,0,919,0,0,1,0,1460,5119
2021-03-04,22,249,38,5,314,22,79,38,5,144,92899,6,53,27,2,56731,0,2,0,1,3,0,1,0,2,922,0,1,0,2,1463,5122
2021-03-05,43,214,30,8,295,43,97,28,7,175,93074,23,69,19,3,56845,2,0,1,1,4,0,0,0,1,923,0,0,0,2,1465,5126
2021-03-06,26,92,16,3,137,25,59,15,3,102,93176,12,50,8,3,56918,0,2,2,0,4,0,0,0,0,923,0,0,1,1,1467,5130
2021-03-07,11,53,9,6,79,10,21,9,6,46,93222,4,17,7,6,56952,0,3,3,2,8,0,0,0,0,923,0,0,0,0,1467,5138
2021-03-08,56,156,45,12,269,55,124,44,12,235,93457,37,89,35,8,57121,0,2,1,2,5,0,0,1,0,924,0,0,3,0,1470,5143
2021-03-09,36,340,45,11,432,36,108,44,11,199,93656,23,71,32,8,57255,0,1,6,0,7,0,0,0,1,925,0,0,0,2,1472,5150
2021-03-10,38,509,32,4,583,38,115,32,4,189,93845,23,87,26,4,57395,0,4,3,3,10,0,0,0,1,926,0,0,0,1,1473,5160
2021-03-11,43,291,33,3,370,43,100,33,3,179,94024,26,79,24,2,57526,0,0,2,1,3,0,0,0,2,928,0,0,1,3,1477,5163
2021-03-12,41,313,33,7,394,41,80,33,7,161,94185,29,61,22,6,57644,0,1,3,1,5,0,0,0,0,928,0,0,0,0,1477,5168
2021-03-13,44,121,25,7,197,43,80,25,7,155,94340,26,52,21,4,57747,0,3,0,1,4,0,0,1,1,930,0,0,1,1,1479,5172
2021-03-14,12,69,11,3,95,12,24,11,3,50,94390,8,12,8,3,57778,2,1,7,4,14,0,0,1,0,931,0,0,2,1,1482,5186
2021-03-15,58,192,48,11,309,57,160,47,11,275,94665,35,103,33,7,57956,0,1,4,2,7,0,0,0,2,933,0,0,0,2,1484,5193
2021-03-16,53,601,29,3,686,53,134,29,3,219,94884,41,90,20,2,58109,0,2,4,1,7,0,0,0,1,934,0,0,0,1,1485,5200
2021-03-17,44,523,33,4,604,44,124,32,4,204,95088,21,95,24,2,58251,0,2,3,0,5,0,0,0,1,935,0,0,0,1,1486,5205
2021-03-18,44,209,55,3,311,44,140,54,3,241,95329,26,107,36,2,58422,0,5,7,1,13,0,0,0,1,936,0,0,0,1,1487,5218
2021-03-19,47,175,39,8,269,47,121,38,7,213,95542,30,75,30,7,58564,0,6,5,0,11,0,0,1,0,937,0,0,1,1,1489,5229
2021-03-20,37,126,43,8,214,36,96,42,8,182,95724,23,71,27,5,58690,1,2,2,1,6,0,0,0,2,939,0,0,1,2,1492,5235
2021-03-21,14,176,19,3,212,14,44,19,3,80,95804,9,29,12,1,58741,0,4,3,0,7,0,0,0,0,939,0,0,0,0,1492,5242
2021-03-22,79,294,72,13,458,79,193,71,13,356,96160,31,106,32,7,58917,0,0,3,3,6,0,0,0,0,0,0,0,0,0,1492,5248
2021-03-23,73,809,42,6,930,73,201,42,6,322,96482,33,94,15,2,59061,1,2,2,3,8,0,0,0,1,940,0,0,0,1,1493,5256
2021-03-24,65,789,54,6,914,64,206,53,6,329,96811,33,132,36,5,59267,0,6,7,1,14,0,0,0,1,941,0,0,0,2,1495,5270
2021-03-25,76,481,47,11,615,75,187,47,11,320,97131,47,130,32,9,59485,0,3,0,4,7,0,0,1,1,943,0,0,1,1,1497,5277
2021-03-26,55,444,44,9,552,54,163,44,9,270,97401,29,110,31,7,59662,1,4,3,3,11,0,0,0,0,943,0,0,0,0,1497,5288
2021-03-27,28,234,28,5,295,27,97,28,5,157,97558,15,71,23,4,59775,0,2,1,3,6,0,0,0,1,944,0,0,0,1,1498,5294
2021-03-28,6,155,15,2,178,6,28,15,2,51,97609,3,19,12,2,59811,0,2,8,1,11,0,0,1,0,945,0,0,1,0,1499,5305
2021-03-29,45,337,55,6,443,44,182,55,6,287,97896,36,141,43,4,60035,0,2,0,3,5,0,0,0,1,946,0,0,0,1,1500,5310
2021-03-30,46,467,34,4,551,46,155,34,4,239,98135,28,110,24,3,60200,0,1,6,0,7,0,0,0,1,947,0,0,1,1,1502,5317
2021-03-31,30,306,47,4,387,30,140,47,4,221,98356,18,110,38,4,60370,0,7,2,2,11,0,0,0,0,947,0,0,0,1,1503,5328
2021-04-01,55,308,42,9,414,55,148,41,9,253,98609,33,103,35,7,60548,0,6,3,2,11,0,0,1,0,948,0,0,1,0,1504,5339
2021-04-02,57,296,33,1,387,56,126,33,1,216,98825,37,93,22,0,60700,1,4,3,1,9,0,0,0,2,950,0,0,0,2,1506,5348
2021-04-03,48,239,29,3,319,48,101,29,3,181,99006,32,69,25,2,60828,0,3,1,1,5,0,0,0,0,950,0,0,0,0,1506,5353
2021-04-04,10,125,8,3,146,10,28,8,3,49,99055,4,17,6,3,60858,0,2,0,4,6,0,0,1,0,951,0,0,1,0,1507,5359
2021-04-05,72,353,67,9,501,72,194,66,9,341,99396,43,152,48,9,61110,2,9,4,3,18,0,0,0,1,952,0,0,0,1,1508,5377
2021-04-06,25,321,31,4,381,25,163,31,4,223,99619,16,114,26,3,61269,0,4,6,3,13,0,0,0,1,953,0,0,0,1,1509,5390
2021-04-07,51,356,27,7,441,50,165,26,7,248,99867,29,124,12,6,61440,1,1,4,2,8,0,0,0,0,953,0,0,0,0,1509,5398
2021-04-08,51,347,33,4,435,49,174,33,4,260,100127,29,122,19,2,61612,1,8,3,1,13,0,0,0,0,953,0,0,1,0,1510,5411
2021-04-09,58,338,56,13,465,47,170,54,12,283,100410,30,126,37,8,61813,1,7,1,5,14,0,0,0,2,955,0,0,0,3,1513,5425
2021-04-10,45,234,37,6,322,44,116,37,6,203,100613,30,75,29,6,61953,0,4,2,5,11,0,1,0,3,959,0,1,0,5,1519,5436
2021-04-11,19,131,8,2,160,19,51,8,2,80,100693,7,37,5,2,62004,0,5,2,1,8,0,0,0,0,959,0,1,0,0,1520,5444
2021-04-12,94,354,72,13,533,82,249,70,11,412,101105,39,156,44,7,62250,0,3,8,2,13,0,0,0,2,961,0,0,0,2,1522,5457
2021-04-13,86,347,70,3,506,86,252,67,3,408,101513,47,157,44,3,62501,1,4,5,1,11,0,0,2,2,965,0,0,4,2,1528,5468
2021-04-14,99,535,80,5,719,98,273,80,5,456,101969,43,164,52,3,62763,0,7,9,0,16,0,0,1,0,966,0,0,1,0,1529,5484
2021-04-15,84,689,84,10,867,81,274,82,10,447,102416,44,182,51,3,63043,2,8,11,3,24,0,0,0,1,967,0,0,0,1,1530,5508
2021-04-16,104,310,69,9,492,99,238,58,9,404,102820,50,154,32,7,63286,0,14,7,5,26,0,0,0,0,967,0,1,0,0,1531,5534
2021-04-17,85,278,57,9,429,82,210,47,9,348,103168,51,128,28,8,63501,0,11,5,3,19,0,1,0,0,968,0,1,0,0,1532,5553
2021-04-18,22,110,25,3,160,20,64,21,3,108,103276,10,32,10,2,63555,1,7,4,2,14,0,0,1,1,970,0,0,2,1,1535,5567
2021-04-19,126,564,139,22,851,111,343,107,19,580,103856,45,184,56,7,63847,0,11,6,2,19,0,0,0,0,970,0,0,0,0,1535,5586
2021-04-20,153,499,157,31,840,132,297,59,11,499,104355,60,152,34,8,64101,2,3,4,3,12,1,0,0,0,971,1,0,0,0,1536,5598
2021-04-21,137,531,120,34,822,118,301,71,12,502,104857,54,177,38,10,64380,1,11,5,2,19,0,0,0,0,971,0,0,0,0,1536,5617
2021-04-22,128,349,94,11,582,117,247,71,7,442,105299,61,144,39,4,64628,2,11,11,3,27,0,1,2,0,974,0,1,3,0,1540,5644
2021-04-23,99,353,67,9,528,92,252,55,6,405,105704,61,139,35,4,64867,0,4,10,3,17,0,0,1,1,976,0,0,1,1,1542,5661
2021-04-24,104,355,122,42,623,86,174,59,11,330,106034,51,108,33,6,65065,1,11,5,4,21,0,0,0,0,976,0,0,1,0,1543,5682
2021-04-25,64,178,66,15,323,21,54,17,1,93,106127,11,25,11,0,65112,1,9,5,1,16,0,1,0,1,978,0,1,0,1,1545,5698
2021-04-26,172,444,155,32,803,149,308,102,15,574,106701,70,173,57,9,65421,1,5,10,3,19,0,1,1,0,980,0,1,2,0,1548,5717
2021-04-27,136,621,81,16,854,126,304,74,9,513,107214,62,179,41,6,65709,1,10,11,2,24,0,0,0,1,981,0,0,1,2,1551,5741
2021-04-28,122,661,68,11,862,122,279,68,11,480,107694,59,156,35,7,65966,2,8,10,4,24,0,0,0,0,981,0,0,2,0,1553,5765
2021-04-29,115,449,80,12,656,115,263,80,12,470,108164,66,156,49,9,66246,0,4,6,0,10,0,0,0,0,981,0,0,0,0,1553,5775
2021-04-30,115,377,54,7,553,115,248,54,7,424,108588,53,146,35,2,66482,0,11,3,5,19,0,0,0,1,982,0,0,0,2,1555,5794
2021-05-01,55,509,33,7,604,55,147,33,7,242,108830,21,86,20,5,66614,0,4,5,4,13,0,0,0,0,982,0,1,0,0,1556,5807
2021-05-02,20,290,19,7,336,20,56,19,7,102,108932,8,26,11,4,66663,0,9,0,0,9,0,0,0,3,985,0,0,0,3,1559,5816
2021-05-03,123,624,84,9,840,123,301,84,9,517,109449,69,175,54,5,66966,0,6,6,0,12,0,0,0,0,985,0,0,0,1,1560,5828
2021-05-04,110,611,53,6,780,110,234,53,6,403,109852,56,150,31,3,67206,0,6,12,4,22,0,0,1,0,986,0,0,1,0,1561,5850
2021-05-05,116,321,49,8,494,116,200,49,8,373,110225,59,118,24,6,67413,0,8,3,3,14,0,0,0,1,987,0,0,0,1,1562,5864
2021-05-06,99,443,39,7,588,99,183,39,7,328,110553,50,111,19,6,67599,1,4,9,3,17,0,1,1,1,990,0,1,1,1,1565,5881
2021-05-07,91,342,46,9,488,91,157,46,9,303,110856,62,98,32,4,67795,1,4,8,2,15,0,0,1,0,991,0,0,1,1,1567,5896
2021-05-08,57,204,31,6,298,57,106,31,6,200,111056,42,65,13,2,67917,1,2,7,4,14,0,0,0,2,993,0,0,0,3,1570,5910
2021-05-09,10,305,16,3,334,10,37,16,3,66,111122,5,18,8,3,67951,0,7,4,2,13,0,0,0,1,994,0,1,0,2,1573,5923
2021-05-10,95,353,48,6,502,95,206,48,6,355,111477,63,125,29,2,68170,0,6,2,1,9,0,0,0,0,994,0,0,0,1,1574,5932
2021-05-11,66,216,40,8,330,66,142,40,8,256,111733,46,75,26,4,68321,0,5,10,1,16,0,0,0,0,994,0,0,2,0,1576,5948
2021-05-12,80,224,48,11,363,80,145,48,11,284,112017,53,90,24,5,68493,1,8,8,2,19,0,1,1,1,997,0,1,1,2,1580,5967
2021-05-13,66,440,22,7,535,66,117,22,7,212,112229,43,73,17,6,68632,0,6,2,4,12,0,1,0,1,999,0,1,0,3,1584,5979
2021-05-14,67,645,34,4,750,67,109,34,4,214,112443,31,71,18,3,68755,0,3,7,2,12,0,0,2,1,1002,0,0,2,1,1587,5991
2021-05-15,46,177,33,7,263,46,82,33,7,168,112611,28,47,20,4,68854,0,4,5,2,11,0,0,1,0,1003,0,0,1,1,1589,6002
2021-05-16,12,203,13,0,228,12,33,13,0,58,112669,6,18,7,0,68885,0,5,2,0,7,0,0,0,0,1003,0,0,0,0,1589,6009
2021-05-17,83,364,38,7,492,83,140,38,7,268,112937,48,88,24,5,69050,2,7,2,2,13,0,0,0,1,1004,0,1,0,1,1591,6022
2021-05-18,60,562,27,12,661,60,83,27,12,182,113119,33,57,16,11,69167,0,6,3,3,12,0,0,1,1,1006,0,1,1,1,1594,6034
2021-05-19,56,1008,33,7,1104,56,79,33,7,175,113294,34,48,26,4,69279,1,1,8,1,11,0,0,0,2,1008,0,0,0,2,1596,6045
2021-05-20,42,255,27,7,331,42,69,27,7,145,113439,29,39,20,6,69373,2,4,4,0,10,0,0,0,1,1009,0,0,1,1,1598,6055
2021-05-21,34,579,23,4,640,34,72,23,4,133,113572,20,51,14,0,69458,2,4,4,1,11,0,1,0,0,1010,0,2,0,1,1601,6066
2021-05-22,45,77,23,3,148,45,66,23,3,137,113709,28,44,14,2,69546,0,4,3,0,7,0,0,0,1,1011,0,1,0,2,1604,6073
2021-05-23,11,344,6,3,364,11,26,6,3,46,113755,6,15,4,2,69573,0,6,2,2,10,0,0,0,0,1011,0,0,0,2,1606,6083
2021-05-24,50,239,21,7,317,50,105,21,7,183,113938,27,65,12,4,69681,0,4,4,4,12,0,0,2,2,1015,0,0,2,2,1610,6095
2021-05-25,42,210,23,6,281,42,79,23,6,150,114088,20,44,13,3,69761,1,4,2,1,8,0,0,0,1,1016,0,0,0,2,1612,6103
2021-05-26,44,924,13,1,982,44,69,13,1,127,114215,31,37,12,1,69842,1,7,3,0,11,0,0,0,0,1016,0,1,1,1,1615,6114
2021-05-27,40,382,16,5,443,40,67,16,5,128,114343,30,33,9,2,69916,1,3,4,1,9,0,0,0,0,1016,0,0,0,0,1615,6123
2021-05-28,40,371,20,4,435,40,50,20,4,114,114457,26,36,15,3,69996,2,3,3,0,8,0,0,0,1,1017,0,1,0,1,1617,6131
2021-05-29,18,150,12,8,188,18,35,12,8,73,114530,10,28,9,7,70050,0,2,2,2,6,0,0,1,0,1018,0,0,1,0,1618,6137
2021-05-30,6,150,5,1,162,6,15,5,1,27,114557,6,12,3,0,70071,2,9,1,0,12,0,0,1,1,1020,0,0,1,2,1621,6149
2021-05-31,16,144,9,1,170,16,28,9,1,54,114611,11,16,4,0,70102,0,2,2,1,5,0,1,0,0,1021,0,1,0,0,1622,6154
2021-06-01,59,439,18,6,522,59,83,18,6,166,114777,41,61,9,5,70218,0,4,3,5,12,0,0,1,0,1022,0,0,1,0,1623,6166
2021-06-02,23,204,18,4,249,23,70,18,4,115,114892,16,44,13,3,70294,1,5,1,1,8,0,0,0,2,1024,0,0,0,3,1626,6174
2021-06-03,33,409,25,2,469,33,50,25,2,110,115002,16,33,14,1,70358,0,2,2,0,4,0,0,0,0,1024,0,0,0,0,1626,6178
2021-06-04,37,638,17,3,695,37,42,17,3,99,115101,26,22,10,3,70419,0,2,0,1,3,0,0,2,0,1026,0,0,2,0,1628,6181
2021-06-05,31,131,6,4,172,31,44,6,4,85,115186,16,32,3,4,70474,1,0,0,5,6,0,0,0,0,1026,0,0,0,0,1628,6187
2021-06-06,2,207,2,3,214,2,17,2,3,24,115210,2,9,1,3,70489,0,1,1,2,4,0,1,0,1,1028,0,1,0,1,1630,6191
2021-06-07,25,107,14,5,151,25,52,14,5,96,115306,16,37,10,3,70555,0,2,3,1,6,0,0,0,0,1028,0,0,0,0,1630,6197
2021-06-08,26,437,20,5,488,26,46,20,5,97,115403,13,31,13,1,70613,0,1,4,1,6,0,0,0,0,1028,0,0,0,1,1631,6203
2021-06-09,27,319,12,7,365,27,47,12,7,93,115496,16,29,7,5,70670,0,4,1,3,8,0,0,0,1,1029,0,0,0,1,1632,6211
2021-06-10,31,186,9,2,228,31,39,9,2,81,115577,20,24,4,0,70718,0,3,2,0,5,0,0,0,0,1029,0,0,0,0,1632,6216
2021-06-11,24,969,11,5,1009,24,48,11,5,88,115665,10,32,8,5,70773,0,3,0,2,5,0,0,0,1,1030,0,0,0,1,1633,6221
2021-06-12,14,165,11,2,192,14,16,11,2,43,115708,7,10,6,2,70798,0,2,1,1,4,0,0,0,0,1030,0,0,0,0,1633,6225
2021-06-13,10,87,6,1,104,10,20,6,1,37,115745,8,14,3,0,70823,1,3,1,0,5,0,1,0,0,1031,0,1,0,0,1634,6230
2021-06-14,28,139,20,6,193,28,50,20,6,104,115849,12,33,12,2,70882,1,1,2,0,4,0,0,0,0,1031,0,0,0,0,1634,6234
2021-06-15,15,173,16,3,207,15,31,16,3,65,115914,2,20,6,1,70911,0,2,2,0,4,0,0,0,0,0,0,0,0,0,1634,6238
2021-06-16,7,808,12,2,829,7,35,12,2,56,115970,1,8,3,2,70925,0,4,4,3,11,0,0,0,0,0,0,0,0,0,1634,6249
2021-06-17,12,535,11,1,559,12,32,11,1,56,116026,0,3,0,0,70928,0,1,1,1,3,0,0,0,0,0,0,0,0,0,1634,6252
2021-06-18,13,379,7,2,401,13,21,7,2,43,116069,1,0,0,1,70930,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1634,6255
2021-06-19,2,165,1,1,169,2,1,1,1,5,116074,0,0,0,0,70930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1634,6255
